trno,dbh,cl,dead,ht,bal,ba,tph,spp,ccfl,standid,plotid,nsnag
 4, 29.7951307, 7.7088096,0,26.342163,33.2920000,61.504628, 1233.4758,DF,144.758800,134, 4,13
 5, 36.6451077, 8.0043223,0,30.646268,14.9240000,61.504628, 1233.4758,DF, 59.914920,134, 4,13
 6, 36.6910744, 9.1233589,0,26.896829,20.6640000,61.504628, 1233.4758,DF, 85.775980,134, 4,13
 9, 28.8496755, 7.3031086,0,25.242472,44.7720000,61.504628, 1233.4758,DF,203.496900,134, 4,13
12, 24.1708686, 3.4572275,0,22.503213, 2.2960000,61.504628, 1233.4758,DF,  7.333416,134, 4,13
13, 14.8502748, 3.8246761,0,17.037884,36.7360000,61.504628, 1233.4758,PM,162.056400,134, 4,13
14, 11.4345000, 2.3976025,1,11.612880,32.1440000,61.504628, 1233.4758,DF,139.050300,134, 4,13
15, 14.4837000, 3.5992918,1,12.070080,48.2160000,61.504628, 1233.4758,DF,221.890600,134, 4,13
16, 14.4482429, 4.0227748,0,15.154613,48.2160000,61.504628, 1233.4758,DF,221.890600,134, 4,13
17, 19.5293230, 3.6354593,0,17.861280,48.2160000,61.504628, 1233.4758,DF,221.890600,134, 4,13
 1, 35.2218682,10.3722983,0,23.865840,19.6799987,47.517144, 1224.4144,DF, 81.645360,136, 1,11
 2, 42.7301675,11.8947560,0,27.486797, 5.2479993,47.517144, 1224.4144,DF, 20.105980,136, 2, 9
 5, 34.0604788, 8.7425327,0,17.579011,20.3359957,47.517144, 1224.4144,DF, 84.582950,136, 3,10
 6, 25.2611228, 6.7048167,0,22.981920, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 4, 8
 9, 23.9569292, 4.7480403,0,15.758160,30.1759836,47.517144, 1224.4144,DF,130.129700,136, 5, 9
10, 51.5887033,18.3045324,0,29.260800,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 6,14
11, 43.2084853,15.1998944,0,32.583120,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 7, 8
12, 31.0270838,13.0321446,0,24.716720,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 1, 8
13, 35.1834229,12.5559312,0,29.530926,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 1, 8
14, 12.9239808, 4.6782167,0,13.256197,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 1, 8
18, 12.3063730, 4.2264391,0,11.931728,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 1, 8
 1, 35.4678624,12.2006898,0,24.934258,35.4239967,47.517144, 1224.4144,DF,156.024300,136, 2, 8
 2, 29.5411578, 9.4592760,0,23.499775,38.7040164,47.517144, 1224.4144,DF,172.182200,136, 2, 8
 3, 24.9326122, 8.3217258,0,23.520246,20.9919974,47.517144, 1224.4144,DF, 87.530410,136, 2, 8
 4, 36.7988890, 5.7898680,0,21.780801, 0.0000000,47.517144, 1224.4144,DF,  0.000000,136, 2, 8
 7, 33.6677164,13.9134830,0,27.128047,24.9279934,47.517144, 1224.4144,DF,105.522000,136, 2, 8
 8, 28.8443902,11.6447682,0,27.900005,33.4560033,47.517144, 1224.4144,DF,146.224400,136, 2, 8
13, 14.2296000, 5.5358904,1,14.935200,33.4560033,47.517144, 1224.4144,DF,146.224400,136, 2, 8
14, 12.6699418, 3.8520106,0,13.856101,33.4560033,47.517144, 1224.4144,DF,146.224400,136, 2, 8
18, 10.9263000, 3.8799059,1, 9.144000,33.4560033,47.517144, 1224.4144,DF,146.224400,136, 2, 8
 1, 18.1134982, 5.5206260,0,19.939690,48.5440295,47.517144, 1224.4144,DF,252.494200,136, 3, 8
 2, 38.4226135,17.0779135,0,23.424407,13.1200007,47.517144, 1224.4144,DF, 53.276000,136, 3, 8
 3, 31.3383055, 8.8130543,0,22.169594,27.5520000,47.517144, 1224.4144,DF,117.664900,136, 3, 8
 4, 39.6007481, 7.1869615,0,18.736336, 7.2159997,47.517144, 1224.4144,PM, 28.219640,136, 3, 8
 5, 41.0605018,10.5596802,0,24.779347, 9.8400016,47.517144, 1224.4144,DF, 39.210370,136, 3, 8
 6, 40.7468153,12.1461733,0,26.057315,26.2399967,47.517144, 1224.4144,DF,111.582600,136, 3, 8
 7, 33.8520405,12.3892696,0,27.305749,22.9599931,47.517144, 1224.4144,DF, 96.463490,136, 3, 8
 8, 24.2109809, 9.2520364,0,23.012400,50.4311808,47.517144, 1224.4144,DF,264.719800,136, 3, 8
10, 18.2228196, 7.9703463,0,16.733520,50.4311808,47.517144, 1224.4144,DF,264.719800,136, 3, 8
11, 11.2553722, 3.9101451,0, 9.794769,50.4311808,47.517144, 1224.4144,DF,264.719800,136, 3, 8
 1, 40.3464808,12.2424383,0,22.860000,10.4960010,47.517144, 1224.4144,DF, 42.002920,136, 4, 8
 2, 26.8557782,16.5618140,0,28.651200, 6.5600003,47.517144, 1224.4144,DF, 25.491990,136, 4, 8
 4, 34.9754674,11.1875042,0,25.192964, 9.1840000,47.517144, 1224.4144,DF, 36.426190,136, 4, 8
 5, 42.4856216,11.1239778,0,20.415989,26.2399967,47.517144, 1224.4144,DF,111.582600,136, 4, 8
 6, 40.7080143, 9.5697203,0,24.341310,17.7119984,47.517144, 1224.4144,DF, 72.871480,136, 4, 8
 7, 34.1442047,12.0453150,0,23.930826,17.7119984,47.517144, 1224.4144,DF, 72.871480,136, 4, 8
 8, 37.6301772,15.6272362,0,25.888170,17.7119984,47.517144, 1224.4144,DF, 72.871480,136, 4, 8
 9, 17.7150109, 5.8258161,0,16.264844,17.7119984,47.517144, 1224.4144,DF, 72.871480,136, 4, 8
 2, 19.0565344, 7.8290379,0,25.251583, 7.2159997,47.517144, 1224.4144,DF, 28.219640,136, 5, 8
 3, 32.7029495,11.5463269,0,24.115886,32.1440000,47.517144, 1224.4144,DF,139.754800,136, 5, 8
 4, 42.5245244,12.4866715,0,27.884329, 4.5920000,47.517144, 1224.4144,DF, 17.460880,136, 5, 8
 5, 29.2062286,18.8033619,0,30.022224,32.1440000,47.517144, 1224.4144,DF,139.754800,136, 5, 8
 6, 28.9250923,11.7241472,0,25.321787, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 5, 8
 7, 43.9605451,23.8619050,0,35.077268, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 5, 8
 8, 29.9031995,11.7642742,0,25.949633, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 5, 8
 9, 29.9355718,16.2334926,0,28.099241, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 5, 8
10, 49.5348892,21.2497995,0,32.141099, 1.3119998,47.517144, 1224.4144,DF,  4.883559,136, 5, 8
 1, 32.3601940,14.6518975,0,26.906308,27.5520000,47.517144, 1224.4144,DF,117.664900,136, 6, 8
 2, 24.1708686, 8.7441512,0,23.591520,22.9599931,47.517144, 1224.4144,DF, 96.463490,136, 6, 8
 3, 36.1135305, 8.0937720,0,18.917595,12.4640013,47.517144, 1224.4144,DF, 50.431660,136, 6, 8
 4, 38.0527963,13.7886308,0,32.036614,28.8639803,47.517144, 1224.4144,DF,123.814100,136, 6, 8
 6, 26.4561551,11.9380772,0,24.220962,38.0480033,47.517144, 1224.4144,DF,168.705200,136, 6, 8
 7, 33.2295209,14.4924536,0,27.429830,24.9279934,47.517144, 1224.4144,DF,105.522000,136, 6, 8
 8, 37.8070562, 8.5563090,0,29.169360,22.9599931,47.517144, 1224.4144,DF, 96.463490,136, 6, 8
11, 37.3905101,14.5531515,0,27.955000,54.3257019,47.517144, 1224.4144,DF,306.802000,136, 6, 8
12, 13.6153768, 2.3663812,0, 9.966960,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
13, 13.2132000, 4.5948509,1,10.637520,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
14, 12.0173749, 3.6150804,0,13.462193,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
15,  8.8595217, 1.7733115,0, 8.473440,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
16,  3.3033000, 0.6246964,1, 3.139440,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
17,  8.8595217, 3.0011986,0,10.725013,55.7038759,47.517144, 1224.4144,DF,323.236900,136, 6, 8
 1, 48.0226893,11.7804834,0,31.640404,33.4560033,47.517144, 1224.4144,DF,146.224400,136, 7, 8
 2, 28.5522514, 3.9455994,0,14.915912, 7.2159997,47.517144, 1224.4144,PM, 28.219640,136, 7, 8
 3, 29.2819250, 8.9976990,0,23.610829,13.1200007,47.517144, 1224.4144,DF, 53.276000,136, 7, 8
 8, 38.2458361,13.9495103,0,27.285772,15.0880010,47.517144, 1224.4144,DF, 61.321510,136, 7, 8
10, 38.0610037, 9.9629702,0,28.602237,45.2640098,47.517144, 1224.4144,DF,222.640800,136, 7, 8
12, 36.3527403,13.1190888,0,26.407156,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 7, 8
13, 52.1361618,13.9464623,0,30.715458,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 7, 8
14, 19.7833824, 4.1512084,0,13.526466,18.3679977,47.517144, 1224.4144,DF, 75.789670,136, 7, 8
 1, 31.5028606,12.2941171,0,23.856516,18.3680000,46.535167, 2563.2820,DF, 82.029950,137, 1,11
 2, 34.0363647, 8.3702347,0,26.407988, 8.0360000,46.535167, 2563.2820,DF, 33.464520,137, 2,12
 3, 36.3218925,13.4222094,0,26.167458, 0.0000000,46.535167, 2563.2820,DF,  0.000000,137, 3, 9
 5, 48.1584550,15.9336730,0,28.956000,21.8120000,46.535167, 2563.2820,DF, 99.258780,137, 4,14
 6, 45.8632459,14.8198149,0,30.236160,10.3320000,46.535167, 2563.2820,DF, 43.942970,137, 1,14
 7, 27.9797387,11.1051198,0,25.451663,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
 8, 33.7059584, 9.9354223,0,27.421902,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
 9, 31.4589775,12.7583032,0,28.559760,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
13, 18.7305038, 8.5467840,0,15.791536,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
14, 11.5840150, 4.2040150,0, 9.479280,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
15, 13.9401521, 5.2056487,0,13.655040,16.0720000,46.535167, 2563.2820,DF, 70.912380,137, 1,14
 1, 27.2837080, 8.7337941,0,20.037778,20.6640000,46.535167, 2563.2820,DF, 93.425060,137, 2,14
 2, 29.2116663, 9.1648636,0,19.346232,19.5160000,46.535167, 2563.2820,DF, 87.667550,137, 2,14
 3, 26.7432119, 7.5074282,0,22.563512,22.9600000,46.535167, 2563.2820,DF,105.172200,137, 2,14
 4, 19.7104481, 4.6045831,0,19.694929,33.2920000,46.535167, 2563.2820,DF,168.238300,137, 2,14
 5, 24.1300958, 7.0361922,0,22.601624,25.2560000,46.535167, 2563.2820,DF,117.225700,137, 2,14
 6, 26.0191031, 7.6074727,0,22.100350,24.1080000,46.535167, 2563.2820,DF,111.140900,137, 2,14
 9, 38.8531351,12.6560946,0,26.609567,35.5874719,46.535167, 2563.2820,DF,182.901000,137, 2,14
10, 18.8396931, 4.1773815,0,17.007840,44.6952677,46.535167, 2563.2820,DF,261.922500,137, 2,14
12, 13.0685815, 2.7602545,0,11.125200,45.2980366,46.535167, 2563.2820,DF,268.245600,137, 2,14
13,  7.7332794, 0.9802572,0, 6.309360,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 2,14
14,  9.5116669, 1.5847168,0,11.623899,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 2,14
15,  8.7494914, 1.8064926,0, 9.794373,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 2,14
 1, 15.7210730, 9.5820921,0,14.379870,39.5709630,46.535167, 2563.2820,DF,215.122000,137, 3,14
 2, 31.1290287,30.1015847,0,40.931196,14.9240000,46.535167, 2563.2820,DF, 65.408260,137, 3,14
 3, 22.0257539,10.3010513,0,16.875535,30.9960000,46.535167, 2563.2820,DF,153.845000,137, 3,14
 4, 18.8747843, 6.5064650,0,12.608671,42.3603505,46.535167, 2563.2820,DF,238.984600,137, 3,14
 6, 11.8419366, 2.4916888,0,10.180320,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 3,14
 7,  6.7362342, 2.9821815,0, 7.882122,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 3,14
 8,  6.3301722, 0.7636779,0, 4.724400,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 3,14
 9,  5.8485384, 0.7845994,0, 5.425730,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 3,14
10,  3.8280089, 0.5815148,0, 3.423928,46.3336244,46.535167, 2563.2820,DF,279.863300,137, 3,14
 1, 40.7767737,14.5643133,0,28.581971, 5.7400000,46.535167, 2563.2820,DF, 23.165680,137, 4,14
 2, 36.5373947,13.0127807,0,26.170155, 2.2960000,46.535167, 2563.2820,DF,  8.844257,137, 4,14
 3, 43.9403187,18.3116555,0,31.728888,17.2200000,46.535167, 2563.2820,DF, 76.438030,137, 4,14
 4, 30.1136197,16.7696662,0,25.938480, 6.8880000,46.535167, 2563.2820,DF, 28.306470,137, 4,14
 5, 33.0689297,16.2687335,0,24.169232,13.7760000,46.535167, 2563.2820,DF, 59.967090,137, 4,14
 6, 18.6575441, 6.3461494,0,20.828200,40.4747605,46.535167, 2563.2820,DF,221.377300,137, 4,14
 7, 30.1393092,11.4197709,0,23.700288,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
 9, 34.3667709,10.5052673,0,23.720335,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
10, 15.6110934, 6.3483012,0,16.593787,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
11, 17.8600944, 3.5103024,0,15.705783,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
12, 11.1508304, 1.7606818,0, 8.077200,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
13,  9.5529200, 5.2233027,0,12.954000,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
14,  6.6066000, 2.4673633,1, 8.046720,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
15,  5.8122809, 2.6236678,0, 7.132320,36.6504740,46.535167, 2563.2820,DF,189.882900,137, 4,14
 2, 28.7741569,11.5919098,0,27.045175,14.9240000,54.957768, 1138.0430,DF, 47.058490,138, 1,10
 4, 35.2748735,15.5262011,0,23.665589,35.5880000,54.957768, 1138.0430,DF,142.772000,138, 2,15
 5, 48.2873091,16.4680575,0,30.723840,10.3320000,54.957768, 1138.0430,DF, 28.028170,138, 3, 4
 6, 31.2050808, 9.5208395,0,22.750281,24.1080000,54.957768, 1138.0430,DF, 87.597490,138, 4,22
 7, 26.6431727, 4.7805960,0,14.112240, 9.1840000,54.957768, 1138.0430,DF, 23.555390,138, 1,22
 8, 25.2983815,10.4794324,0,23.835997,19.5160000,54.957768, 1138.0430,DF, 66.803120,138, 1,22
10, 29.7573207, 9.4532257,0,27.218640,26.4040000,54.957768, 1138.0430,DF, 98.222500,138, 1,22
11, 33.8206084,11.0979570,0,24.969350,48.2160000,54.957768, 1138.0430,DF,210.292600,138, 1,22
12, 24.3907846, 5.4169818,0,20.966610,37.8840000,54.957768, 1138.0430,DF,154.337500,138, 1,22
13, 28.2713185, 9.0488232,0,22.876142,37.8840000,54.957768, 1138.0430,DF,154.337500,138, 1,22
 1, 34.1754590, 9.8075039,0,25.901502,22.9600000,54.957768, 1138.0430,DF, 82.331960,138, 2,22
 2, 21.8509483, 5.1984402,0,17.846217,33.2920000,54.957768, 1138.0430,DF,131.306400,138, 2,22
 3, 24.8987660, 5.6149585,0,13.509452,39.0320000,54.957768, 1138.0430,DF,160.250900,138, 2,22
 4, 29.6114673,10.2181243,0,21.771120,57.9981080,54.957768, 1138.0430,DF,274.040400,138, 2,22
 5, 25.9108819, 9.3496364,0,18.925617,57.3526794,54.957768, 1138.0430,DF,269.026300,138, 2,22
11,121.9898780,10.6860137,0,30.083760,55.9739085,54.957768, 1138.0430,DF,258.563700,138, 2,22
14,127.2618940,26.1735875,0,51.267360,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
15, 23.5479577, 8.8576038,0,18.786052,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
17, 13.7954498, 4.4414603,0,14.081760,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
18, 14.5219548, 4.7645818,0,14.509291,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
19, 12.0523060, 2.7398829,0,12.738470,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
20, 14.8493855, 5.7890390,0,13.838972,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
21, 11.4745131, 1.1287460,0,10.423175,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
22, 10.9666485, 2.8705631,0,11.734800,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
23, 10.1703068, 2.9567740,0,12.010233,59.8170222,54.957768, 1138.0430,DF,290.127400,138, 2,22
 2, 53.2079047,22.3843169,0,33.893760,28.7000000,54.957768, 1138.0430,DF,109.044200,138, 3,22
 4, 33.6605762,20.8987827,0,28.262513,21.8120000,54.957768, 1138.0430,DF, 77.103050,138, 3,22
 5, 48.7055831,21.3051329,0,31.555426,21.8120000,54.957768, 1138.0430,DF, 77.103050,138, 3,22
 6, 37.8292391,25.3653341,0,34.532956,21.8120000,54.957768, 1138.0430,DF, 77.103050,138, 3,22
 2, 41.9388493,17.0303647,0,30.505512,12.6280000,54.957768, 1138.0430,DF, 37.442140,138, 4,22
 3, 32.0108828,12.4077649,0,27.279600,17.2200023,54.957768, 1138.0430,DF, 56.921950,138, 4,22
 4, 37.2606650,16.0143414,0,30.229643,32.1440000,54.957768, 1138.0430,DF,125.645500,138, 4,22
 5, 41.4698569,14.9368032,0,30.327600,25.2560000,54.957768, 1138.0430,DF, 92.900470,138, 4,22
 6, 21.5618181, 5.3279162,0,18.623280,36.7360000,54.957768, 1138.0430,DF,148.529600,138, 4,22
 7, 33.7890237,11.9027387,0,27.249120,44.7720000,54.957768, 1138.0430,DF,191.265900,138, 4,22
 8, 41.7146314,14.5319039,0,30.236160,20.6640000,54.957768, 1138.0430,DF, 71.909960,138, 4,22
 9, 30.6650929,10.5318550,0,28.606114,52.8080000,54.957768, 1138.0430,DF,237.730100,138, 4,22
10, 19.4189700, 5.7895907,0,18.806160,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
12, 28.9955035,10.4413660,0,21.986608,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
13, 24.7123862, 7.6458166,0,19.180156,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
14, 23.8053305, 8.0040328,0,20.989604,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
15, 35.0448622,11.4823250,0,24.857894,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
16, 19.7469317, 8.5136248,0,20.831873,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
17, 18.4041581, 4.2391096,0,15.661447,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
18, 15.2460000, 3.3120025,1,14.234160,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
19, 15.2103853, 2.6913069,0,17.360804,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
20, 12.1968000, 1.2783599,1, 8.625840,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
21, 19.1300608, 9.1513884,0,22.372320,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
22, 12.0173749, 2.4604879,0, 9.533041,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
23, 11.0360407, 1.9813536,0,10.759440,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
24, 13.9755000, 2.8610927,1,13.258800,56.6855307,54.957768, 1138.0430,DF,263.904400,138, 4,22
 1, 83.1897736,16.6992971,0,37.640971, 5.3573349,52.172421, 1769.7687,DF, 13.388200,143, 1,15
 2, 35.3060770, 7.7881856,0,29.508980,33.6746743,52.172421, 1769.7687,DF,115.879100,143, 2, 7
 4, 29.9031995, 5.7611254,0,26.784138,37.5013257,52.172421, 1769.7687,DF,133.811900,143, 3, 9
 5, 23.9569292, 3.3070739,0,23.618345,42.8586514,52.172421, 1769.7687,DF,162.130800,143, 4,13
 6, 78.1660387,14.9733152,0,32.839579,34.4400000,52.172421, 1769.7687,DF,119.377100,143, 5, 7
 7, 34.9443148, 9.0890324,0,27.719027,35.2053257,52.172421, 1769.7687,DF,122.899900,143, 6,13
 8, 29.6870366, 5.9529848,0,25.767085,32.9093257,52.172421, 1769.7687,DF,112.405100,143, 1,13
 9, 33.6745263, 7.5154536,0,28.491753,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
10, 36.3986815, 6.4872169,0,28.420902,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
11, 23.7398668, 3.5914096,0,24.590618,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
12, 25.9520715, 5.3457318,0,25.517515,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
13, 81.5094611, 9.7231200,0,34.168080,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
14, 25.0102855, 5.1993424,0,24.041771,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
15, 18.8760218, 3.2004000,0,20.513040,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
16, 18.4041581, 2.7820199,0,21.179744,40.5626514,52.172421, 1769.7687,DF,149.250000,143, 1,13
 1,118.3266708,18.2880000,0,31.973520,19.1333303,52.172421, 1769.7687,DF, 56.465680,143, 2,13
 2, 55.8109560,23.6618861,0,32.857440,26.0213486,52.172421, 1769.7687,DF, 82.744300,143, 2,13
 3, 40.6991208,15.1902444,0,32.454251,26.7866743,52.172421, 1769.7687,DF, 85.954350,143, 2,13
 4, 42.5723968,20.3318882,0,31.360019,19.8986628,52.172421, 1769.7687,DF, 59.270500,143, 2,13
 5, 51.7466265,17.2413869,0,31.333440,19.8986628,52.172421, 1769.7687,DF, 59.270500,143, 2,13
 8,  3.7800526, 1.5734962,0, 3.657600,19.8986628,52.172421, 1769.7687,DF, 59.270500,143, 2,13
10,  1.2705000, 0.4301789,1, 2.042160,19.8986628,52.172421, 1769.7687,DF, 59.270500,143, 2,13
 1, 44.3803183, 7.5469059,0,29.062421,24.4906743,52.172421, 1769.7687,DF, 76.424910,143, 3,13
 2, 41.2247012, 9.4647959,0,27.587927,27.5520000,52.172421, 1769.7687,DF, 89.192900,143, 3,13
 3, 33.2428866,12.8650776,0,29.060534,35.9706514,52.172421, 1769.7687,DF,126.486900,143, 3,13
 4, 29.6166509,10.3210370,0,26.980978,39.7973257,52.172421, 1769.7687,DF,145.360800,143, 3,13
 5, 40.2776197,11.7639175,0,29.080605,30.6133257,52.172421, 1769.7687,DF,102.274100,143, 3,13
 6, 35.9911051,14.8889222,0,27.334059,32.1440000,52.172421, 1769.7687,DF,108.966400,143, 3,13
 7, 47.3601490,12.2200721,0,29.711538,22.1946651,52.172421, 1769.7687,DF, 67.149250,143, 3,13
 8, 12.4159028, 4.0808575,0,13.829681,22.1946651,52.172421, 1769.7687,DF, 67.149250,143, 3,13
 9,  8.5715451, 1.5619955,0, 9.973285,22.1946651,52.172421, 1769.7687,DF, 67.149250,143, 3,13
 1, 97.4738780,13.4116968,0,47.600037, 2.2960000,52.172421, 1769.7687,DF,  5.218431,143, 4,13
 2, 41.8102747, 6.3650134,0,31.849253,29.8480000,52.172421, 1769.7687,DF, 98.996340,143, 4,13
 3, 47.3309783,13.7583184,0,39.164362,14.5413326,52.172421, 1769.7687,DF, 41.668700,143, 4,13
 5, 38.0689317,10.0017072,0,25.058842,44.3893257,52.172421, 1769.7687,DF,170.985700,143, 4,13
 6, 70.3975665, 9.8485025,0,32.965126,17.6026651,52.172421, 1769.7687,DF, 51.068530,143, 4,13
 7, 41.7026379, 7.8372797,0,31.000781,16.8373303,52.172421, 1769.7687,DF, 48.463600,143, 4,13
 8, 66.7606078,17.2754818,0,54.149244,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
 9, 89.5982010,14.7853390,0,38.698932,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
10, 20.6177096, 4.8617795,0,17.199072,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
11, 61.9076027,14.5194193,0,39.177438,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
12, 64.1938928, 8.9941938,0,36.365017,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
14, 14.0140216, 3.7341719,0,14.721840,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
15, 17.6058394, 4.8171384,0,16.371079,48.5402641,52.172421, 1769.7687,DF,197.516300,143, 4,13
 1, 77.9215945,12.6968799,0,40.523587, 7.6533349,52.172421, 1769.7687,DF, 20.150830,143, 5,13
 2, 80.1825763,26.7982385,0,46.603920, 6.1226674,52.172421, 1769.7687,DF, 15.604730,143, 5,13
 3, 31.8968935, 6.9965103,0,27.285922,36.7360000,52.172421, 1769.7687,DF,130.128200,143, 5,13
 4, 43.4718346, 6.5988895,0,31.011693,25.2560000,52.172421, 1769.7687,DF, 79.571160,143, 5,13
 5, 29.7247705, 5.7861647,0,26.960532,39.0320000,52.172421, 1769.7687,DF,141.488800,143, 5,13
 6, 24.5021185, 4.8952495,0,26.688446,23.7253257,52.172421, 1769.7687,DF, 73.296230,143, 5,13
 7, 43.8628436,10.6284309,0,29.644571,23.7253257,52.172421, 1769.7687,DF, 73.296230,143, 5,13
 1, 41.9566871,10.0888800,0,32.156400,11.4800000,52.172421, 1769.7687,DF, 31.881420,143, 6,13
 2, 78.9689185,21.9812890,0,52.388750,15.3066651,52.172421, 1769.7687,DF, 44.202720,143, 6,13
 3, 74.7973080,16.9736719,0,45.271030,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
 4, 70.9864432,16.2449165,0,45.603932,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
 7, 58.7919809,13.8772240,0,33.637698,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
 8, 73.6337841,13.5487197,0,39.659082,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
 9, 66.9215801,12.6413423,0,41.196158,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
10, 51.9043463,17.6803538,0,43.134107,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
11, 72.8311330,16.6396690,0,43.772511,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
13, 75.3054317,17.6395258,0,40.252071,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
18,  2.2869000, 0.2514490,1, 2.590800,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
20,  2.6716150, 0.5593488,0, 3.448507,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
21,  3.0492000, 0.3995203,1, 3.535680,20.6639977,52.172421, 1769.7687,DF, 62.185490,143, 6,13
 1, 24.2480337, 3.9740464,0,23.140035,32.1440000,53.595643,  670.1102,DF,126.563100,147, 1,13
 2, 38.2536878,10.1146417,0,30.485304,26.7866743,53.595643,  670.1102,DF,102.797400,147, 2,11
 3, 30.7786502, 4.1916462,0,28.925520,48.2159770,53.595643,  670.1102,DF,203.966300,147, 3,12
 4, 37.9533162,10.7696630,0,31.650798,28.3173486,53.595643,  670.1102,DF,109.540300,147, 4, 6
